2024-06-23 21:12:10,353: root: INFO: Current backtesting datetime 2023-12-26 08:30:00-05:00
2024-06-23 21:12:10,353: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-23 21:12:10,354: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-23 21:12:10,355: root: INFO: MLtrader : Executing the before_market_opens lifecycle method
2024-06-23 21:12:10,356: root: INFO: Current backtesting datetime 2023-12-26 09:30:00-05:00
2024-06-23 21:12:10,356: root: INFO: MLtrader : Executing the before_starting_trading lifecycle method
2024-06-23 21:12:10,359: root: INFO: [34mMLtrader : Executing the on_trading_iteration lifecycle method at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,359: root: INFO: [34mMLtrader : Trading iteration ended at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,361: root: INFO: MLtrader : [34mSleeping for 86400 seconds[0m
2024-06-23 21:12:10,363: root: INFO: Current backtesting datetime 2023-12-26 16:00:00-05:00
2024-06-23 21:12:10,363: root: INFO: Current backtesting datetime 2023-12-27 09:30:00-05:00
2024-06-23 21:12:10,365: root: INFO: [34mMLtrader : Executing the on_trading_iteration lifecycle method at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,365: root: INFO: [34mMLtrader : Trading iteration ended at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,366: root: INFO: MLtrader : [34mSleeping for 86400 seconds[0m
2024-06-23 21:12:10,368: root: INFO: Current backtesting datetime 2023-12-27 16:00:00-05:00
2024-06-23 21:12:10,368: root: INFO: Current backtesting datetime 2023-12-28 09:30:00-05:00
2024-06-23 21:12:10,371: root: INFO: [34mMLtrader : Executing the on_trading_iteration lifecycle method at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,371: root: INFO: [34mMLtrader : Trading iteration ended at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,372: root: INFO: MLtrader : [34mSleeping for 86400 seconds[0m
2024-06-23 21:12:10,373: root: INFO: Current backtesting datetime 2023-12-28 16:00:00-05:00
2024-06-23 21:12:10,373: root: INFO: Current backtesting datetime 2023-12-29 09:30:00-05:00
2024-06-23 21:12:10,374: root: INFO: [34mMLtrader : Executing the on_trading_iteration lifecycle method at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,375: root: INFO: [34mMLtrader : Trading iteration ended at 2024-06-23 21:12:10[0m
2024-06-23 21:12:10,375: root: INFO: MLtrader : [34mSleeping for 86400 seconds[0m
2024-06-23 21:12:10,377: root: INFO: Current backtesting datetime 2023-12-29 16:00:00-05:00
2024-06-23 21:12:10,377: root: INFO: Current backtesting datetime 2023-12-30 09:30:00-05:00
2024-06-23 21:12:10,379: root: INFO: [34mMLtrader : The market is not currently open, skipping this trading iteration[0m
2024-06-23 21:12:10,382: root: INFO: Current backtesting datetime 2023-12-30 09:29:00-05:00
2024-06-23 21:12:10,384: root: INFO: Current backtesting datetime 2023-12-30 09:29:00-05:00
2024-06-23 21:12:10,384: root: INFO: MLtrader : Executing the after_market_closes lifecycle method
2024-06-23 21:12:10,385: root: INFO: Current backtesting datetime 2024-01-02 08:30:00-05:00
2024-06-23 21:12:10,386: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-23 21:12:10,387: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-23 21:12:10,389: root: INFO: MLtrader : Executing the before_market_opens lifecycle method
2024-06-23 21:12:10,390: root: INFO: Current backtesting datetime 2024-01-02 09:30:00-05:00
2024-06-23 21:12:10,390: root: INFO: MLtrader : Executing the before_starting_trading lifecycle method
2024-06-23 21:12:10,391: root: INFO: Current backtesting datetime 2024-01-02 15:59:00-05:00
2024-06-23 21:12:10,392: root: INFO: MLtrader : Executing the before_market_closes lifecycle method
2024-06-23 21:12:10,393: root: INFO: Current backtesting datetime 2024-01-02 16:00:00-05:00
2024-06-23 21:12:10,393: root: INFO: MLtrader : Executing the after_market_closes lifecycle method
2024-06-23 21:12:10,393: root: INFO: MLtrader : Executing the on_strategy_end lifecycle method
2024-06-23 21:12:10,701: root: INFO: Backtesting finished
2024-06-23 21:12:17,220: backtest_stats: INFO: Backtest took 0:00:08.167575 for a speed of 0.000
