2024-06-25 21:13:46,619: root: INFO: MLtrader : Executing the initialize lifecycle method
2024-06-25 21:13:48,044: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-25 21:13:48,045: root: INFO: MLtrader : Executing the before_market_opens lifecycle method
2024-06-25 21:13:48,047: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-25 21:13:48,047: root: INFO: MLtrader : Executing the before_starting_trading lifecycle method
2024-06-25 21:13:48,048: root: INFO: [34mMLtrader : Executing the on_trading_iteration lifecycle method at 2024-06-25 21:13:48[0m
2024-06-25 21:13:48,050: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,062: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,158: root: INFO: [32mNew market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-06-25 21:13:48,161: root: INFO: [34mMLtrader : Trading iteration ended at 2024-06-25 21:13:48[0m
2024-06-25 21:13:48,161: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,162: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,162: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,163: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-25 21:13:48,163: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-25 21:13:48,163: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-06-25 21:13:48,163: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-06-25 21:13:48,168: root: INFO: MLtrader : [34mSleeping for 86400 seconds[0m
2024-06-25 21:13:48,169: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-25 21:13:48,169: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-25 21:13:48,172: root: INFO: [34mMLtrader : The market is not currently open, skipping this trading iteration[0m
2024-06-25 21:13:48,172: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,172: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,175: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,175: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,175: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,176: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,177: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,177: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,178: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,178: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,178: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,180: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,182: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-25 21:13:48,183: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,183: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,184: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,185: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,185: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,186: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,188: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-25 21:13:48,188: root: INFO: MLtrader : Executing the after_market_closes lifecycle method
2024-06-25 21:13:48,188: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,188: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,189: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,189: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,189: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,190: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,192: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-06-25 21:13:48,194: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,195: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 21:13:48,196: root: INFO: MLtrader : Executing the before_market_opens lifecycle method
2024-06-25 21:13:48,196: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 21:13:48,196: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
